sample_id,latitude,longitude,spatial_block_id,landslide_label
sample_5363,24.34,93.66,block_48_187,1
sample_5364,24.35,93.66,block_48_187,1
sample_5365,24.42,93.84,block_48_187,1
sample_5366,24.52,93.8,block_49_187,1
sample_5367,24.553572,93.711317,block_49_187,1
sample_5368,24.548053,93.709739,block_49_187,1
sample_5369,24.5465,93.671667,block_49_187,1
sample_5370,24.549256,93.667681,block_49_187,1
sample_5371,24.543806,93.676528,block_49_187,1
sample_5372,24.538817,93.676767,block_49_187,1
sample_5373,24.536556,93.670047,block_49_187,1
sample_5374,24.534017,93.680433,block_49_187,1
sample_5375,24.612372,93.670775,block_49_187,1
sample_5376,24.624944,93.691556,block_49_187,1
sample_5377,24.629861,93.695278,block_49_187,1
sample_5378,24.615083,93.696844,block_49_187,1
sample_5379,24.600231,93.695483,block_49_187,1
sample_5380,24.599333,93.689722,block_49_187,1
sample_5381,24.595972,93.721889,block_49_187,1
sample_5382,24.599858,93.725225,block_49_187,1
sample_5383,24.607528,93.713778,block_49_187,1
sample_5384,24.618889,93.705833,block_49_187,1
sample_5385,24.626833,93.709444,block_49_187,1
sample_5386,24.631861,93.721889,block_49_187,1
sample_5387,24.672569,93.6973,block_49_187,1
sample_5388,24.663889,93.679056,block_49_187,1
sample_5389,24.637806,93.69075,block_49_187,1
sample_5390,24.649492,93.679522,block_49_187,1
sample_5391,24.646197,93.671856,block_49_187,1
sample_5392,24.639361,93.659444,block_49_187,1
sample_5393,24.679639,93.669667,block_49_187,1
sample_5394,24.685056,93.669,block_49_187,1
sample_5395,24.683139,93.696258,block_49_187,1
sample_5396,24.779889,93.663889,block_49_187,1
sample_5397,24.733256,93.701856,block_49_187,1
sample_5398,24.77925,93.781,block_49_187,1
sample_5399,24.43,93.85,block_48_187,1
sample_5400,24.391583,94.085806,block_48_188,1
sample_5401,24.404167,94.156667,block_48_188,1
sample_5402,24.391361,94.154361,block_48_188,1
sample_5403,24.379417,94.154139,block_48_188,1
sample_5404,24.417667,94.176806,block_48_188,1
sample_5405,24.419611,94.182722,block_48_188,1
sample_5406,24.444067,94.169767,block_48_188,1
sample_5407,24.441683,94.179211,block_48_188,1
sample_5408,24.437169,94.18495,block_48_188,1
sample_5409,24.528778,94.156667,block_49_188,1
sample_5410,24.491669,94.163786,block_48_188,1
sample_5411,24.499014,94.154514,block_48_188,1
sample_5412,24.496792,94.141878,block_48_188,1
sample_5413,24.492333,94.143361,block_48_188,1
sample_5414,24.493294,94.179533,block_48_188,1
sample_5415,24.495,94.186181,block_48_188,1
sample_5416,24.489728,94.191686,block_48_188,1
sample_5417,24.499972,94.195769,block_48_188,1
sample_5418,24.506317,94.180147,block_49_188,1
sample_5419,24.553917,94.091167,block_49_188,1
sample_5420,24.773472,94.078972,block_49_188,1
sample_5421,24.769556,94.116778,block_49_188,1
sample_5422,24.682167,94.138111,block_49_188,1
sample_5423,24.686028,94.145444,block_49_188,1
sample_5424,24.686417,94.153333,block_49_188,1
sample_5425,24.7135,94.199417,block_49_188,1
sample_5426,24.708417,94.198278,block_49_188,1
sample_5427,24.704083,94.187361,block_49_188,1
sample_5428,24.689139,94.165472,block_49_188,1
sample_5429,24.683944,94.172778,block_49_188,1
sample_5430,24.702722,94.198722,block_49_188,1
sample_5431,24.637278,94.1725,block_49_188,1
sample_5432,24.655226,94.292756,block_49_188,1
sample_5433,24.668389,94.285472,block_49_188,1
sample_5434,24.664737,94.290345,block_49_188,1
sample_5435,24.673582,94.270534,block_49_188,1
sample_5436,24.672316,94.26374,block_49_188,1
sample_5437,24.67916,94.252632,block_49_188,1
sample_5438,24.691389,94.255917,block_49_188,1
sample_5439,24.691944,94.250333,block_49_188,1
sample_5440,24.728611,94.224861,block_49_188,1
sample_5441,24.717889,94.2235,block_49_188,1
sample_5442,24.71475,94.217917,block_49_188,1
sample_5443,24.742139,94.221333,block_49_188,1
sample_5444,24.686833,94.2605,block_49_188,1
sample_5445,24.687667,94.267306,block_49_188,1
sample_5446,24.682833,94.269306,block_49_188,1
sample_5447,24.745805,94.348327,block_49_188,1
sample_5448,24.714343,94.360864,block_49_188,1
sample_5449,24.652556,94.389194,block_49_188,1
sample_5450,24.645686,94.38249,block_49_188,1
sample_5451,24.607745,94.342873,block_49_188,1
sample_5452,24.613545,94.33124,block_49_188,1
sample_5453,24.618583,94.308778,block_49_188,1
sample_5454,24.599639,94.358694,block_49_188,1
sample_5455,24.431056,94.259028,block_48_188,1
sample_5456,24.454953,94.225406,block_48_188,1
sample_5457,24.462958,94.233667,block_48_188,1
sample_5458,24.4455,94.229722,block_48_188,1
sample_5459,24.449306,94.221778,block_48_188,1
sample_5460,24.433972,94.249278,block_48_188,1
sample_5461,24.408672,94.245139,block_48_188,1
sample_5462,24.381906,94.213136,block_48_188,1
sample_5463,24.25806,94.28722,block_48_188,1
sample_5464,24.264333,94.283806,block_48_188,1
sample_5465,24.22,94.26,block_48_188,1
sample_5466,24.22,94.24,block_48_188,1
sample_5467,24.21,94.22,block_48_188,1
sample_5468,24.325444,94.232583,block_48_188,1
sample_5469,24.313111,94.230444,block_48_188,1
sample_5470,24.303083,94.245056,block_48_188,1
sample_5471,24.309861,94.234639,block_48_188,1
sample_5472,24.291139,94.276139,block_48_188,1
sample_5473,24.284222,94.2805,block_48_188,1
sample_5474,24.354814,94.258094,block_48_188,1
sample_5475,24.34,94.22444,block_48_188,1
sample_5476,24.365611,94.1665,block_48_188,1
sample_5477,24.364861,94.174139,block_48_188,1
sample_5478,24.322917,94.151,block_48_188,1
sample_5479,24.323361,94.143556,block_48_188,1
sample_5480,24.317833,94.144667,block_48_188,1
sample_5481,24.285722,94.128222,block_48_188,1
sample_5482,24.277639,94.127278,block_48_188,1
sample_5483,24.291028,94.124056,block_48_188,1
sample_5484,24.298028,94.123583,block_48_188,1
sample_5485,24.316528,94.138083,block_48_188,1
sample_5486,24.301806,94.059917,block_48_188,1
sample_5487,24.290714,94.038094,block_48_188,1
sample_5488,24.27705,94.070089,block_48_188,1
sample_5489,24.279575,94.077164,block_48_188,1
sample_5490,24.289019,94.073331,block_48_188,1
sample_5491,24.267872,94.117978,block_48_188,1
sample_5492,24.267194,94.111889,block_48_188,1
sample_5493,24.269144,94.107397,block_48_188,1
sample_5494,24.264317,94.096472,block_48_188,1
sample_5495,24.253611,94.100258,block_48_188,1
sample_5496,24.2504,94.096483,block_48_188,1
sample_5497,24.24,94.08,block_48_188,1
sample_5498,24.250722,94.073861,block_48_188,1
sample_5499,24.25,94.08,block_48_188,1
sample_5500,24.251011,94.0873,block_48_188,1
sample_5501,24.256583,94.093111,block_48_188,1
sample_5502,24.272667,94.075083,block_48_188,1
sample_5503,24.22,94.07,block_48_188,1
sample_5504,24.18,94.07,block_48_188,1
sample_5505,24.22,94.08,block_48_188,1
sample_5506,24.22,94.09,block_48_188,1
sample_5507,24.22,94.11,block_48_188,1
sample_5508,24.19,94.11,block_48_188,1
sample_5509,24.271528,94.125667,block_48_188,1
sample_5510,24.2,94.2,block_48_188,1
sample_5511,24.19,94.19,block_48_188,1
sample_5512,24.19,94.2,block_48_188,1
sample_5513,24.09,94.15,block_48_188,1
sample_5514,24.11,94.13,block_48_188,1
sample_5515,24.12,94.13,block_48_188,1
sample_5516,24.13,94.12,block_48_188,1
sample_5517,24.13,94.13,block_48_188,1
sample_5518,24.15,94.1,block_48_188,1
sample_5519,24.13,94.11,block_48_188,1
sample_5520,24.15,94.08,block_48_188,1
sample_5521,24.13,94.06,block_48_188,1
sample_5522,24.14,94.07,block_48_188,1
sample_5523,24.13,94.07,block_48_188,1
sample_5524,24.12,94.07,block_48_188,1
sample_5525,24.1,94.07,block_48_188,1
sample_5526,24.12,94.05,block_48_188,1
sample_5527,24.1,94.03,block_48_188,1
sample_5528,24.1,94.04,block_48_188,1
sample_5529,24.09,94.04,block_48_188,1
sample_5530,24.09,94.03,block_48_188,1
sample_5531,24.08,94.03,block_48_188,1
sample_5532,24.04,94.08,block_48_188,1
sample_5533,24.05,94.07,block_48_188,1
sample_5534,24.06,94.05,block_48_188,1
sample_5535,24.06,94.04,block_48_188,1
sample_5536,24.07,94.03,block_48_188,1
sample_5537,24.06,94.03,block_48_188,1
sample_5538,23.99,94.04,block_47_188,1
sample_5539,23.98,94.03,block_47_188,1
sample_5540,23.97,94.04,block_47_188,1
sample_5541,24.683139,94.400917,block_49_188,1
sample_5542,24.777333,94.602278,block_49_189,1
sample_5543,27.497181227646493,94.36097518177537,block_54_188,0
sample_5544,23.561648608507383,92.75033970817161,block_47_185,0
sample_5545,26.839121727124375,93.12244991767024,block_53_186,0
sample_5546,28.340957184240693,93.67502469484879,block_56_187,0
sample_5547,28.034174876885288,94.8594787949219,block_56_189,0
sample_5548,28.20347544832276,93.81408567222391,block_56_187,0
sample_5549,28.448972442361907,93.42711016541357,block_56_186,0
sample_5550,26.731201776409442,91.4294224823188,block_53_182,0
sample_5551,26.82506892787411,93.72583145326969,block_53_187,0
sample_5552,23.141858952590656,91.56688115252189,block_46_183,0
sample_5553,26.132818052687313,94.43537395930483,block_52_188,0
sample_5554,28.305674593442554,95.29439916853471,block_56_190,0
sample_5555,26.166397819639947,90.4697711201156,block_52_180,0
sample_5556,29.2801956698635,96.09132920100429,block_58_192,0
sample_5557,27.08099880460197,93.04752110584268,block_54_186,0
sample_5558,28.835971579020637,96.1828745564656,block_57_192,0
sample_5559,24.16818041500961,94.00612525174046,block_48_188,0
sample_5560,27.695082080571147,93.07016288312448,block_55_186,0
sample_5561,27.817561237592244,92.98532451863467,block_55_185,0
sample_5562,28.5782862714562,95.8176559759951,block_57_191,0
sample_5563,22.550966235715876,92.56831035517617,block_45_185,0
sample_5564,25.998650274723882,94.86135204944578,block_51_189,0
sample_5565,25.22956063775023,92.86521290573455,block_50_185,0
sample_5566,24.46945027232066,93.53010195349799,block_48_187,0
sample_5567,27.440976455894862,94.32962674455703,block_54_188,0
sample_5568,25.59087255342546,90.00922461247231,block_51_180,0
sample_5569,26.020683530444483,95.0309702675632,block_52_190,0
sample_5570,26.422266809020208,94.34699800387845,block_52_188,0
sample_5571,26.418345566854153,93.82218619712177,block_52_187,0
sample_5572,25.08610935655263,93.48651951933752,block_50_186,0
sample_5573,23.71401323988043,91.7203869598378,block_47_183,0
sample_5574,28.59456772001694,96.26514027935471,block_57_192,0
sample_5575,28.236461655262534,94.6132752958213,block_56_189,0
sample_5576,26.720208487526605,90.48144867532585,block_53_180,0
sample_5577,26.742061667490486,90.46237946688288,block_53_180,0
sample_5578,27.533354903444273,93.18579595858807,block_55_186,0
sample_5579,28.242922151133726,93.47558992500407,block_56_186,0
sample_5580,27.950529517149118,96.09060427080848,block_55_192,0
sample_5581,27.828883438222963,96.31086619363948,block_55_192,0
sample_5582,24.988468162724086,93.83421819541671,block_49_187,0
sample_5583,28.061865071547018,96.28531232383526,block_56_192,0
sample_5584,27.996987055922254,96.12220186672764,block_55_192,0
sample_5585,28.528467550086283,96.07077656257515,block_57_192,0
sample_5586,25.39830458355996,90.86879415298284,block_50_181,0
sample_5587,26.77526121341797,91.75697681298458,block_53_183,0
sample_5588,26.50718728512669,92.80737676089309,block_53_185,0
sample_5589,25.99223517790522,94.76264199196154,block_51_189,0
sample_5590,27.53882059158002,94.3039079416702,block_55_188,0
sample_5591,29.04676389754939,94.36678868556369,block_58_188,0
sample_5592,24.187219046698296,93.15060980347556,block_48_186,0
sample_5593,25.16714993992274,93.45185694323942,block_50_186,0
sample_5594,26.875762740143344,92.37088898832194,block_53_184,0
sample_5595,26.710350503820045,91.15076960085213,block_53_182,0
sample_5596,28.120018330478647,95.06069849288289,block_56_190,0
sample_5597,23.76080333499546,92.46628163565677,block_47_184,0
sample_5598,25.049751683582667,93.91979457893451,block_50_187,0
sample_5599,25.65726648447932,90.29345373203732,block_51_180,0
sample_5600,27.607330022300395,95.23843417259584,block_55_190,0
sample_5601,28.67483703615932,93.75893183396057,block_57_187,0
sample_5602,27.36648210569735,92.74491474934938,block_54_185,0
sample_5603,28.212325689882753,93.14999633574179,block_56_186,0
sample_5604,25.507525719855206,90.43640055557118,block_51_180,0
sample_5605,27.720184000658456,92.90021824058303,block_55_185,0
sample_5606,26.663288121061537,90.58121600102486,block_53_181,0
sample_5607,24.997755209466057,93.1005447207368,block_49_186,0
sample_5608,28.4111634455099,95.19658901550986,block_56_190,0
sample_5609,26.050605553977178,93.67057433604768,block_52_187,0
sample_5610,24.454584532107706,94.3839337192665,block_48_188,0
sample_5611,24.894553948181755,93.30528464043287,block_49_186,0
sample_5612,27.615274659016364,95.82008828045957,block_55_191,0
sample_5613,26.84109510869905,95.34359066634242,block_53_190,0
sample_5614,26.186168822668144,90.04886668452113,block_52_180,0
sample_5615,27.215933781470746,95.20884212454867,block_54_190,0
sample_5616,28.126688924764245,97.06837526652043,block_56_194,0
sample_5617,27.33411175837596,88.71436689172477,block_54_177,0
sample_5618,27.14866956109065,93.89607851864982,block_54_187,0
sample_5619,28.36222861707485,93.64386917927834,block_56_187,0
sample_5620,25.74530200154579,91.20757304369606,block_51_182,0
sample_5621,28.35677476519679,95.72991063004655,block_56_191,0
sample_5622,25.990114089006745,92.54487653650204,block_51_185,0
sample_5623,25.43178434618456,93.7371180197669,block_50_187,0
sample_5624,27.148630979793573,94.07148725756495,block_54_188,0
sample_5625,26.31982244852599,92.44864859433953,block_52_184,0
sample_5626,25.935006676707836,91.99973583942902,block_51_183,0
sample_5627,25.95942667843424,90.57852647176271,block_51_181,0
sample_5628,28.532669985988864,93.39620366448753,block_57_186,0
sample_5629,25.467416781471876,92.1404067024785,block_50_184,0
sample_5630,26.177580937842688,90.85605381131694,block_52_181,0
sample_5631,27.709770184479076,93.69938592168386,block_55_187,0
sample_5632,25.871551266989655,92.23483596995429,block_51_184,0
sample_5633,26.619807640148327,93.73053057510423,block_53_187,0
sample_5634,27.52467872168254,96.90734788305856,block_55_193,0
sample_5635,26.41296508290868,90.73783731689166,block_52_181,0
sample_5636,27.24270544151225,92.2678944682262,block_54_184,0
sample_5637,27.887493002515157,93.87554526734368,block_55_187,0
sample_5638,25.13105614239201,93.11888635987944,block_50_186,0
sample_5639,27.592078687729135,93.35054626359947,block_55_186,0
sample_5640,27.133952733211913,94.57749663877175,block_54_189,0
sample_5641,28.25328546568698,93.40687162666735,block_56_186,0
sample_5642,26.34850515211169,93.96697636286842,block_52_187,0
sample_5643,28.08310186400859,93.17090812433476,block_56_186,0
sample_5644,25.356676905373142,90.95646127739958,block_50_181,0
sample_5645,23.325627314598407,91.40072597602575,block_46_182,0
sample_5646,25.229682322550076,94.56355027374842,block_50_189,0
sample_5647,26.527424669822935,90.24939614587991,block_53_180,0
sample_5648,23.103674044919764,93.1778866658251,block_46_186,0
sample_5649,27.34618527753761,92.78339694165341,block_54_185,0
sample_5650,26.089614584291567,91.60570852452321,block_52_183,0
sample_5651,28.582879539113218,96.12185318362873,block_57_192,0
sample_5652,25.993212390549438,91.24416505191428,block_51_182,0
sample_5653,26.094572369738163,93.10824259181153,block_52_186,0
sample_5654,26.24566207908525,90.1954869929442,block_52_180,0
sample_5655,27.794138010754367,88.41028461151464,block_55_176,0
sample_5656,27.559759151895488,94.62914208163502,block_55_189,0
sample_5657,26.944035104082463,95.71502698606982,block_53_191,0
sample_5658,22.181349046226376,92.72153681124988,block_44_185,0
sample_5659,25.897228259737467,92.29512390005787,block_51_184,0
sample_5660,28.377794157900787,96.07781653118171,block_56_192,0
sample_5661,27.36225243169467,95.13837700774302,block_54_190,0
sample_5662,27.575424387208244,92.07933183607739,block_55_184,0
sample_5663,28.518380949700898,93.82527746425171,block_57_187,0
sample_5664,28.74919161935151,94.36954232557135,block_57_188,0
sample_5665,24.52629874576742,93.52317402818836,block_49_187,0
sample_5666,26.75593413793609,91.98850402153244,block_53_183,0
sample_5667,23.41404919322758,91.61611654029305,block_46_183,0
sample_5668,25.57238126405004,90.2297335981192,block_51_180,0
sample_5669,26.246612461865617,93.40323214367926,block_52_186,0
sample_5670,23.98605088935453,93.31973275938357,block_47_186,0
sample_5671,27.11207614477849,94.99988710695406,block_54_189,0
sample_5672,26.51369398604842,91.31181698485197,block_53_182,0
sample_5673,26.738295872844777,93.83637693342486,block_53_187,0
sample_5674,27.051009885537532,94.77672674070467,block_54_189,0
sample_5675,25.250256245237367,93.44799377046299,block_50_186,0
sample_5676,28.029312552832625,95.01765789674023,block_56_190,0
sample_5677,29.245401591916917,96.08532161084894,block_58_192,0
sample_5678,27.0097900598677,93.49486486153036,block_54_186,0
sample_5679,28.150371489323483,96.83874378272782,block_56_193,0
sample_5680,26.9956952632613,94.98551714231782,block_53_189,0
sample_5681,29.124219290870844,96.04123181707598,block_58_192,0
sample_5682,26.937042409271033,94.03202199199225,block_53_188,0
sample_5683,27.56705609025837,92.47671207497855,block_55_184,0
sample_5684,27.81292949878794,92.8244368015264,block_55_185,0
sample_5685,22.728810476029224,92.73608368398672,block_45_185,0
sample_5686,27.852525169450885,96.14962053294249,block_55_192,0
sample_5687,25.86302923181944,92.30559970771822,block_51_184,0
sample_5688,25.54026252358756,91.77520219241806,block_51_183,0
sample_5689,27.114340970072966,92.60852722895572,block_54_185,0
sample_5690,26.711383104687716,93.1545504800546,block_53_186,0
sample_5691,25.932231964478067,92.26492492520944,block_51_184,0
sample_5692,27.233523580950102,96.0162517305784,block_54_192,0
sample_5693,26.846966653097923,95.22824966298455,block_53_190,0
sample_5694,25.33181736133614,90.1478395990271,block_50_180,0
sample_5695,24.47588030314733,92.26288968733,block_48_184,0
sample_5696,25.14340644758328,94.25201391276691,block_50_188,0
sample_5697,28.06944656810818,93.2298849147843,block_56_186,0
sample_5698,26.357134628820024,93.27891229152549,block_52_186,0
sample_5699,24.587345405216634,94.25420088802741,block_49_188,0
sample_5700,27.602160301911233,96.16006619936921,block_55_192,0
sample_5701,26.463116693307544,91.3054741455156,block_52_182,0
sample_5702,26.292180739762898,89.99974477331686,block_52_179,0
sample_5703,28.12004413250909,93.76758883703337,block_56_187,0
sample_5704,28.510956569676928,93.32341829075693,block_57_186,0
sample_5705,27.80395071174723,93.33537943217534,block_55_186,0
sample_5706,26.930734065342783,92.56522002597536,block_53_185,0
sample_5707,25.25953581890312,90.56776833702884,block_50_181,0
sample_5708,27.05649553617701,92.57434788162396,block_54_185,0
sample_5709,23.2352804942564,91.57394998972322,block_46_183,0
sample_5710,27.247901601708243,92.70246605762841,block_54_185,0
sample_5711,28.233491938391076,95.57828175372758,block_56_191,0
sample_5712,28.900834502218334,96.10383412795343,block_57_192,0
sample_5713,26.275769621599917,93.38995700032693,block_52_186,0
sample_5714,26.37542179110213,92.92524790420595,block_52_185,0
sample_5715,22.766602462772997,92.79354938583595,block_45_185,0
sample_5716,27.42808120312167,95.69811685433362,block_54_191,0
sample_5717,27.77364547828146,92.64470003516345,block_55_185,0
sample_5718,27.63378827187709,95.14284520631284,block_55_190,0
sample_5719,26.190137553861273,93.97180419916958,block_52_187,0
sample_5720,24.259099664607962,92.24799031878642,block_48_184,0
sample_5721,28.400229623066288,93.7810788511064,block_56_187,0
sample_5722,25.753715411738057,92.34948959391636,block_51_184,0
sample_5723,28.05460097450458,94.12727207369693,block_56_188,0
sample_5724,24.343603397891254,92.47091286266486,block_48_184,0
sample_5725,25.239605617395945,92.91383153149613,block_50_185,0
sample_5726,24.049991197469573,91.84243233412481,block_48_183,0
sample_5727,24.47159031599479,93.6201271064001,block_48_187,0
sample_5728,27.89812467988385,94.08467035551149,block_55_188,0
sample_5729,27.40037577801871,94.1717024122585,block_54_188,0
sample_5730,28.788204498443946,96.20882882336907,block_57_192,0
sample_5731,24.43355147406023,93.47775143711235,block_48_186,0
sample_5732,28.08020435699249,94.2990941599504,block_56_188,0
sample_5733,28.200088193997928,94.94448191801715,block_56_189,0
sample_5734,27.10914974610958,92.94809739350124,block_54_185,0
sample_5735,26.809788637574506,91.98001984342778,block_53_183,0
sample_5736,28.246910682422623,96.30661235563008,block_56_192,0
sample_5737,25.275910194520094,90.67832256609557,block_50_181,0
sample_5738,27.588877537525317,92.2199228525134,block_55_184,0
sample_5739,25.958484737706783,90.90899822769022,block_51_181,0
sample_5740,25.40876783615152,90.6486542874155,block_50_181,0
sample_5741,24.8022304998494,92.95812201153794,block_49_185,0
sample_5742,29.2436379643652,95.67877765206366,block_58_191,0
sample_5743,22.304752342500166,92.71886687811642,block_44_185,0
sample_5744,28.974276876099644,95.8882571035491,block_57_191,0
sample_5745,26.83970120063578,95.43897799233245,block_53_190,0
sample_5746,28.206188031961453,94.54307669261425,block_56_189,0
sample_5747,28.245719554546096,93.15875990717205,block_56_186,0
sample_5748,27.426984368469483,92.96105215533521,block_54_185,0
sample_5749,25.162215587585337,93.77921007809394,block_50_187,0
sample_5750,23.72828821492973,91.91573539496028,block_47_183,0
sample_5751,25.898051784448494,92.76888034785,block_51_185,0
sample_5752,27.470351763024876,93.90561544727117,block_54_187,0
sample_5753,27.76341044323493,94.91075765723573,block_55_189,0
sample_5754,25.431134038077488,94.536658968763,block_50_189,0
sample_5755,25.37836478859988,90.75836016904529,block_50_181,0
sample_5756,26.027033302171812,90.3811493929046,block_52_180,0
sample_5757,28.66009752929334,94.98709243188445,block_57_189,0
sample_5758,27.42581806500403,88.7419138569214,block_54_177,0
sample_5759,26.04560541981924,91.01938742521719,block_52_182,0
sample_5760,24.229368506289717,93.66464330066765,block_48_187,0
sample_5761,25.138482153911145,94.48378919938757,block_50_188,0
sample_5762,27.837970970050346,88.3271102785063,block_55_176,0
sample_5763,26.211059277103306,93.68789139123498,block_52_187,0
sample_5764,26.261805515337606,92.97692288644113,block_52_185,0
sample_5765,24.92505874923862,94.1058709250367,block_49_188,0
sample_5766,27.49112893204365,92.69101322641079,block_54_185,0
sample_5767,24.8411040882984,93.27972348114069,block_49_186,0
sample_5768,27.93209251722202,92.78230400463843,block_55_185,0
sample_5769,26.09251669784085,93.7523146086329,block_52_187,0
sample_5770,25.31980616703877,94.39302451210607,block_50_188,0
sample_5771,27.82999825917114,94.01406293604664,block_55_188,0
sample_5772,28.701436967840547,95.95177683786514,block_57_191,0
sample_5773,24.201467006427457,93.01469347982278,block_48_186,0
sample_5774,26.906369837716532,94.77394802331037,block_53_189,0
sample_5775,26.775048377065136,93.42164957588737,block_53_186,0
sample_5776,26.848587828890558,95.20941460861333,block_53_190,0
sample_5777,25.24100179939512,92.55196062300918,block_50_185,0
sample_5778,27.479918136514556,96.09130723809066,block_54_192,0
sample_5779,24.325280736663995,92.38484213018198,block_48_184,0
sample_5780,24.819538734612205,93.78454797514131,block_49_187,0
sample_5781,26.29042148799133,90.93952025610537,block_52_181,0
sample_5782,27.699722451053574,92.68369609536315,block_55_185,0
sample_5783,25.81190877815928,92.68834125893795,block_51_185,0
sample_5784,26.872376280361088,92.42351642166105,block_53_184,0
sample_5785,27.42906128153138,95.1802535831227,block_54_190,0
sample_5786,26.234140493495822,89.82975983774456,block_52_179,0
sample_5787,29.036009108860853,95.09667261955227,block_58_190,0
sample_5788,25.500455543003444,92.29569245725902,block_51_184,0
sample_5789,26.50757997026891,92.84575388218418,block_53_185,0
sample_5790,24.3925404420376,93.76284033800798,block_48_187,0
sample_5791,24.69951935497985,94.33378008924636,block_49_188,0
sample_5792,27.95533658586912,94.81804759798744,block_55_189,0
sample_5793,27.8500703348788,95.29592303661748,block_55_190,0
sample_5794,26.680591832704764,93.82551657171024,block_53_187,0
sample_5795,28.895959219218803,96.20448646377582,block_57_192,0
sample_5796,27.492363261641977,88.58544408853567,block_54_177,0
sample_5797,25.893626350640268,90.94927442813548,block_51_181,0
sample_5798,27.76712235953043,94.77669087647655,block_55_189,0
sample_5799,26.789149159995908,94.51714511428032,block_53_189,0
sample_5800,23.77354543000794,93.2460145175896,block_47_186,0
sample_5801,28.996122848258082,95.47681034642194,block_57_190,0
sample_5802,29.155027361775105,95.56338883919176,block_58_191,0
sample_5803,25.26205845017275,90.41057336945073,block_50_180,0
sample_5804,25.541002398925272,89.89943926768561,block_51_179,0
sample_5805,26.57914546155014,93.51620668656567,block_53_187,0
sample_5806,25.935915321969272,93.9966789900412,block_51_187,0
sample_5807,24.340874536105666,94.07144042816854,block_48_188,0
sample_5808,26.263413484132837,93.03043140279989,block_52_186,0
sample_5809,27.395694354642416,96.8046921696559,block_54_193,0
sample_5810,24.917158764515076,92.65660863482452,block_49_185,0
sample_5811,28.937901704012965,96.24138577842848,block_57_192,0
sample_5812,26.029083675033007,92.6427767512131,block_52_185,0
sample_5813,29.03305981323063,95.99996154263317,block_58_191,0
sample_5814,25.387749979845943,90.41828987415748,block_50_180,0
sample_5815,28.70289961060353,94.61343612996122,block_57_189,0
sample_5816,26.571153405893252,90.05980884879223,block_53_180,0
sample_5817,27.58278476234651,93.69394611203725,block_55_187,0
sample_5818,25.060426677277306,93.16280438289263,block_50_186,0
sample_5819,25.478293384282768,93.05266626431609,block_50_186,0
sample_5820,22.369361161430795,93.14790293788276,block_44_186,0
sample_5821,25.741701626303726,93.38339573774194,block_51_186,0
sample_5822,22.591156497832827,92.79752832790865,block_45_185,0
sample_5823,25.800683608332474,92.29390567169163,block_51_184,0
sample_5824,28.032556679413382,94.79883275035503,block_56_189,0
sample_5825,27.568114069521798,93.43612589155494,block_55_186,0
sample_5826,26.80869421753844,91.95140222549388,block_53_183,0
sample_5827,24.754906056895106,94.41766532855449,block_49_188,0
sample_5828,26.929623289753557,93.06942248083729,block_53_186,0
sample_5829,23.256399580431246,93.05022977214122,block_46_186,0
sample_5830,27.01859891910191,93.1177861868352,block_54_186,0
sample_5831,23.781091492628693,91.2539015088837,block_47_182,0
sample_5832,27.722006353105666,96.30731224534652,block_55_192,0
sample_5833,26.444174324507195,94.32179987350699,block_52_188,0
sample_5834,26.657547846127308,92.01568547356871,block_53_184,0
sample_5835,29.05605671472253,94.3106197326098,block_58_188,0
sample_5836,28.02389881550514,96.59856703386951,block_56_193,0
sample_5837,27.404719822876334,93.25319447696177,block_54_186,0
sample_5838,25.79740570418068,92.67440655514925,block_51_185,0
sample_5839,25.045869296397544,93.28773243816494,block_50_186,0
sample_5840,26.30148623788424,91.92523389141863,block_52_183,0
sample_5841,28.144098741661907,97.08517771215324,block_56_194,0
sample_5842,26.776877853430175,92.61159847625936,block_53_185,0
sample_5843,28.33490011218869,96.88476824528846,block_56_193,0
sample_5844,26.97843812978796,95.18478512957698,block_53_190,0
sample_5845,24.73632526441977,93.80765121724195,block_49_187,0
sample_5846,26.96733594460538,93.79528199419278,block_53_187,0
sample_5847,25.57235156752587,92.58583120962888,block_51_185,0
sample_5848,23.35868363313626,92.94868626276204,block_46_185,0
sample_5849,24.98580831504153,93.31102051501091,block_49_186,0
sample_5850,27.09871635357493,95.96995075909643,block_54_191,0
sample_5851,22.62474994957755,92.9646963450315,block_45_185,0
sample_5852,28.497688368420203,96.34301048612424,block_56_192,0
sample_5853,26.361474391042112,95.07119201656053,block_52_190,0
sample_5854,27.403643132716795,92.70745280539462,block_54_185,0
sample_5855,27.77901736259805,88.27848119408455,block_55_176,0
sample_5856,25.628586266442028,91.34462525843497,block_51_182,0
sample_5857,27.06568092147001,94.21031593063984,block_54_188,0
sample_5858,27.308746376317487,93.95866829045268,block_54_187,0
sample_5859,24.118039869852037,91.6453158581569,block_48_183,0
sample_5860,25.100377782271185,92.55177435097893,block_50_185,0
sample_5861,28.097613572022823,96.07937959074786,block_56_192,0
sample_5862,25.631655577979977,93.41326524727464,block_51_186,0
sample_5863,23.742424655532353,91.53491984184699,block_47_183,0
sample_5864,26.40092546030293,93.12891340323773,block_52_186,0
sample_5865,27.081016011788666,93.17093207577625,block_54_186,0
sample_5866,27.283589589546082,92.12147657050375,block_54_184,0
sample_5867,28.124138316833886,95.47917425836198,block_56_190,0
